ProcedureSchema,ProcedureName,object_id,CallsView,TablesCalled,ViewsCalled,TIM GIUA SP VA FRONTEND,Note,BUILD,DEPLOYED,FE_API_Category,FE_API_Service/Usage,FE_API_Command,FE_API_Type,FE_API_Files,FE_API_Found OLD
dbo,ws_CreateApprovedOutNo,43915278,0,"[dbo].[INV_ApprovedOut], [dbo].[INV_MaPhieuKho], [dbo].[INV_MaPhieuKho_NoLock], [dbo].[L_Customer], [dbo].[L_InventoryStock], [dbo].[L_INVOutType]",,CHUA_CO,,,,,,,,,
dbo,ws_CreateDataNewFacility,59915335,0,"[dbo].[L_InventoryStock], [dbo].[L_Patient_Max], [dbo].[L_Service], [dbo].[L_ServicePrice]",,CHUA_CO,,,,,,,,,
dbo,ws_CreateMaKeToan,75915392,0,"[dbo].[INV_ApprovedIn], [dbo].[INV_MaKeToan_NoLock], [dbo].[L_InventoryStock]",,CHUA_CO,,,,,,,,,
dbo,ws_CRM_CapNhatMaTiemChungQuocGia,91915449,0,[dbo].[MDM_Patient],,CHUA_CO,,,,,,,,,
dbo,ws_CRM_DanhSachMuiTiemTrongNgay,107915506,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_FacAdmissions], [dbo].[L_NhomBenhVaccine], [dbo].[L_Product], [dbo].[L_Vaccine_Phacdo_Detail], [dbo].[MDM_District], [dbo].[MDM_Patient], [dbo].[MDM_Province], [dbo].[MDM_Ward], [dbo].[Vaccine_PhacDoBenhNhan], [dbo].[Vaccine_PhacDoBenhNhan_Detail]",,CHUA_CO,,,,,,,,,
dbo,ws_CRM_Data_Log_Save,123915563,0,"[dbo].[CN_ClinicalSessionID_Vaccine], [dbo].[CRM_Data_Log], [dbo].[Vaccine_PhacDoBenhNhan_Detail]",,CHUA_CO,,,,,,,,,
dbo,ws_CRM_MuiTiem_DayViettel_TrangThai,139915620,0,"[dbo].[CN_ClinicalSessionID_Vaccine], [dbo].[CRM_MuiTiem_Error], [dbo].[CRM_Viettel_Data], [dbo].[DeleteVaccineUnCompleteToViettel_Queue_Complete], [dbo].[MDM_Patient], [dbo].[SendVaccineCompleteToViettel_Queue], [dbo].[SendVaccineCompleteToViettel_Queue_Complete], [dbo].[Vaccine_PhacDoBenhNhan_Detail]",,CHUA_CO,,,,,,,,,
dbo,ws_CRM_Viettel_Data_Get,155915677,0,[dbo].[CRM_Viettel_Data],,CHUA_CO,,,,,,,,,
dbo,ws_CustomerVaccine_List,171915734,0,[dbo].[L_Customer],,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBangGia_WEB,187915791,0,"[dbo].[INV_Product], [dbo].[L_Customer], [dbo].[L_Product], [dbo].[L_ProductPrice]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBenhNhanKhamBenhDaKhoa_WEB_LCD,203915848,0,"[dbo].[Clinical_DanhSachChoKham], [dbo].[CN_ClinicalSessions], [dbo].[CN_DoctorDecision], [dbo].[CN_FacAdmissions], [dbo].[CN_PhysicianAdmissions], [dbo].[CN_TheBaoHiem], [dbo].[MDM_Patient], [dbo].[PatientAssignment]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBenhNhanKhamSucKhoe,219915905,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_FacAdmissions], [dbo].[CN_PhysicianAdmissions], [dbo].[KSK_FacAdmission_Contract], [dbo].[L_DepartmentRoom], [dbo].[MDM_InfoMedicalPatient], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBNTheoDoiPhacDo,235915962,0,"[dbo].[MDM_Patient], [dbo].[Vaccine_PhacDoBenhNhan]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBnTiemVaccine,251916019,0,"[dbo].[BIL_InvoiceDetail], [dbo].[CN_ClinicalSessionID_PhiPhatPhuThuGiuVaccine], [dbo].[CN_ClinicalSessionID_Vaccine], [dbo].[CN_ClinicalSessions], [dbo].[CN_Data_Log_Vaccine_Perform], [dbo].[CN_PhysicianAdmissionProper], [dbo].[L_Billing_Config_Service], [dbo].[L_Product], [dbo].[MDM_Patient], [dbo].[Vaccine_PhacDoBenhNhan]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBnTiemVaccine_20200823,267916076,0,"[dbo].[CN_ClinicalSessionID_Vaccine], [dbo].[CN_ClinicalSessions], [dbo].[L_Product], [dbo].[MDM_Patient], [dbo].[Vaccine_PhacDoBenhNhan]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBnTiemVaccine_GM_6_9_2018,283916133,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_FacAdmissions], [dbo].[L_Product], [dbo].[MDM_Patient], [dbo].[Vaccine_PhacDoBenhNhan]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachBnTiemVaccine_WEB,299916190,0,"[dbo].[CN_ClinicalSessions], [dbo].[L_Product], [dbo].[MDM_Patient], [dbo].[Vaccine_PhacDoBenhNhan]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachDaKiemKe,315916247,0,[dbo].[INV_EquipmentKiemKe],,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachDichVuLieuTinh,331916304,0,"[dbo].[CN_ClinicalSessions], [dbo].[L_Service]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachDonCu_KSK,347916361,0,[dbo].[CN_RX],,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachDonThuocDaPhat_GetByProductID,363916418,0,"[dbo].[CN_PhysicianAdmissions], [dbo].[CN_RX], [dbo].[INV_ApprovedOut], [dbo].[INV_ApprovedOutDetail], [dbo].[L_DepartmentRoom], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachDonThuocRac,379916475,0,"[dbo].[CN_PhysicianAdmissions], [dbo].[CN_RXDetail], [dbo].[L_DepartmentRoom], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachHenKham_List,395916532,0,"[dbo].[CN_FacAdmissions], [dbo].[CN_PatientScheduledVisits], [dbo].[CN_PhysicianAdmissions], [dbo].[L_DepartmentRoom], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachHenKham_TiepNhan,411916589,0,[dbo].[CN_PatientScheduledVisits],,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachPhieuLinhDuocLieu,427916646,0,"[dbo].[INV_PhieuYeuCauXuat], [dbo].[L_InventoryStock], [dbo].[L_INVOutType], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachPhieuNhapBaoHiemTuNgayDenNgay,443916703,0,"[dbo].[INV_ApprovedOut], [dbo].[INV_ApprovedOutDetail]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachPhongTiem_Random_setting,459916760,0,"[dbo].[CN_ClinicalSessions], [dbo].[L_DepartmentRoom], [dbo].[Vaccine_PhacDoBenhNhan]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachSanPhamDaXuat_List,475916817,0,"[dbo].[INV_ApprovedOut], [dbo].[INV_ApprovedOutDetail], [dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachSanPhamDaXuatTheoNgayKeDon_List,491916874,0,"[dbo].[CN_RX], [dbo].[INV_ApprovedOut], [dbo].[INV_ApprovedOutDetail], [dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachSanPhamXuat,507916931,0,"[dbo].[INV_ApprovedOut], [dbo].[INV_ApprovedOutDetail], [dbo].[INV_Product], [dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_DanhSachVaccineBN,523916988,0,"[dbo].[BIL_InvoiceDetail], [dbo].[CN_ClinicalSessionID_PhiPhatPhuThuGiuVaccine], [dbo].[CN_ClinicalSessionID_Vaccine], [dbo].[CN_ClinicalSessions], [dbo].[CN_Data_Log_Vaccine_Perform], [dbo].[CN_PhysicianAdmissionProper], [dbo].[CN_VaccineIndication_Booter], [dbo].[DinhNghiaPhacDoLieuDung], [dbo].[L_Billing_Config_Service], [dbo].[L_DinhNghiaLieuDung], [dbo].[L_NhomBenhVaccine], [dbo].[L_NhomBenhVaccineDetail], [dbo].[L_Product], [dbo].[Vaccine_PhacDoBenhNhan], [dbo].[Vaccine_PhacDoBenhNhan_Detail]",,CHUA_CO,,,,,,,,,
dbo,ws_Dashboard_NgoaiTruTiepNhanThongKeDanhSachBenhNhanTrongNgay,539917045,0,"[dbo].[CN_FacAdmissions], [dbo].[CN_PhysicianAdmissions], [dbo].[Facility], [dbo].[L_DoiTuongTinhTien], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_Dashboard_NgoaiTruTiepNhanThongKeTrongNgay,555917102,0,"[dbo].[CN_FacAdmissions], [dbo].[CN_PhysicianAdmissions], [dbo].[L_DoiTuongTinhTien]",,CHUA_CO,,,,,,,,,
dbo,ws_Dashboard_PatientAdmissions,571917159,0,"[dbo].[CN_FacAdmissions], [dbo].[CN_PhysicianAdmissions], [dbo].[Facility], [dbo].[L_DoiTuongTinhTien], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_Dashboard_PatientAdmissionsChart,587917216,0,,,CHUA_CO,,,,,,,,,
dbo,ws_Dashboard_TinhHinhNhapHangDuocLieu,603917273,0,"[dbo].[INV_RequestIn], [dbo].[INV_RequestInDetail], [dbo].[L_InventoryStock], [dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_Dashboard_TinhHinhNhapHangThanhPham,619917330,0,"[dbo].[Facility], [dbo].[INV_RequestIn], [dbo].[INV_RequestInDetail], [dbo].[L_InventoryStock], [dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_DateTime_Proccessing,635917387,0,,,CHUA_CO,,,,,,,,,
dbo,ws_DateTimeServer_Detail,651917444,0,,,CHUA_CO,,,,,,,,,
dbo,ws_DefaultDepartmentRoom_Get,667917501,0,[dbo].[L_DepartmentRoom],,CHUA_CO,,,,,,,,,
dbo,ws_DeleteMedicalPatientDuringTheDay,683917558,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_FacAdmissions], [dbo].[CN_PhysicianAdmissions]",,CHUA_CO,,,,,,,,,
dbo,ws_DepartmentRoom_GetProcessingPatient,699917615,0,"[dbo].[L_Department], [dbo].[L_DepartmentRoom], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DepartmentRoom_LayPhongCapCuu,715917672,0,[dbo].[L_DepartmentRoom],,CHUA_CO,,,,,,,,,
dbo,ws_DepartmentRoomIsUsing_Update,731917729,0,[dbo].[L_DepartmentRoom],,DA_CO,,,,QAHosGenericDB,Room Management,ws_DepartmentRoomIsUsing_Update,Write,room.ts,CHUA_TIM_THAY
dbo,ws_DichVuDacThuTaiLoc_Get,747917786,0,"[dbo].[L_DichVuSanPhamDacThu], [dbo].[L_Service]",,CHUA_CO,,,,,,,,,
dbo,ws_DichVuPhongMoKemTheo,763917843,0,"[dbo].[CN_ClinicalSessions], [dbo].[L_Department], [dbo].[L_Service]",,CHUA_CO,,,,,,,,,
dbo,ws_DieuChinhGiaHopDong,779917900,0,"[dbo].[BIL_Invoice], [dbo].[BIL_InvoiceRefund], [dbo].[CN_PhuLucHopDong_Vaccine_Detail], [dbo].[Vaccine_HopDong], [dbo].[Vaccine_HopDong_Detail], [dbo].[Vaccine_HopDong_Detail_Root]",,CHUA_CO,,,,,,,,,
dbo,ws_DieuKienLoc,795917957,0,,,CHUA_CO,,,,,,,,,
dbo,ws_DinhNghiaPhacDoLieuDung_Check,811918014,0,"[dbo].[DinhNghiaPhacDoLieuDung], [dbo].[L_Product], [dbo].[L_UnitDinhNghia], [dbo].[L_UnitDinhNghiaQuyDoi]",,CHUA_CO,,,,,,,,,
dbo,ws_DinhNghiaPhacDoLieuDung_Delete,827918071,0,[dbo].[DinhNghiaPhacDoLieuDung],,CHUA_CO,,,,,,,,,
dbo,ws_DinhNghiaPhacDoLieuDung_Get,843918128,0,[dbo].[DinhNghiaPhacDoLieuDung],,CHUA_CO,,,,,,,,,
dbo,ws_DinhNghiaPhacDoLieuDung_Save,859918185,0,[dbo].[DinhNghiaPhacDoLieuDung],,CHUA_CO,,,,,,,,,
dbo,ws_DMDungChungCustomer_Get,875918242,0,[dbo].[L_Customer],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMau_Delete,891918299,0,[dbo].[DOC_BenhAnMau],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMau_Get,907918356,0,[dbo].[DOC_BenhAnMau],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMau_List,923918413,0,"[dbo].[DOC_BenhAnMau], [dbo].[DOC_BenhAnMauChiTiet]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMau_Save,939918470,0,[dbo].[DOC_BenhAnMau],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMauChiTiet_Delete,955918527,0,[dbo].[DOC_BenhAnMauChiTiet],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMauChiTiet_Get,971918584,0,[dbo].[DOC_BenhAnMauChiTiet],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_BenhAnMauChiTiet_Save,987918641,0,[dbo].[DOC_BenhAnMauChiTiet],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_CacCoQuanTemplates,1003918698,0,[dbo].[DOC_CacCoQuanTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_CacCoQuanTemplates_Delete,1019918755,0,[dbo].[DOC_CacCoQuanTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_CacCoQuanTemplates_Get,1035918812,0,[dbo].[DOC_CacCoQuanTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_CacCoQuanTemplates_Save,1051918869,0,[dbo].[DOC_CacCoQuanTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_Delete,1067918926,0,"[dbo].[DOC_ComboValues], [dbo].[L_Product]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_KiemTraVaLuu,1083918983,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_KiemTraVaLuu_ALL,1099919040,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_KiemTraVaLuu_GhiChuDichVu,1115919097,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List,1131919154,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List_CachDungThuoc,1147919211,0,"[dbo].[DOC_ComboValues], [dbo].[L_Product]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List_CachDungThuocV2,1163919268,0,"[dbo].[DOC_ComboValues], [dbo].[L_Customer]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List_CachThucVanChuyen,1179919325,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List_GhiChuDichVu,1195919382,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List_LieuDung_Vaccine,1211919439,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_List_MucThanhToanPhongMo,1227919496,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_PTTT_List,1243919553,0,[dbo].[DOC_ComboValues],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ComboValues_Save,1259919610,0,"[dbo].[DOC_ComboValues], [dbo].[L_Customer]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_DanhSachThuocDongY_Get,1275919667,0,[dbo].[L_Product],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_DanhSachThuocDongY_List,1291919724,0,"[dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_Document_Parameter_Save,1307919781,0,[dbo].[CN_KhamLasik_Parameters],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MauTuongTrinh_Delete,1323919838,0,[dbo].[DOC_MauTuongTrinh],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MauTuongTrinh_Get,1339919895,0,[dbo].[DOC_MauTuongTrinh],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MauTuongTrinh_List,1355919952,0,[dbo].[DOC_MauTuongTrinh],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MauTuongTrinh_Save,1371920009,0,[dbo].[DOC_MauTuongTrinh],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MemoTemplates_Delete,1387920066,0,[dbo].[DOC_MemoTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MemoTemplates_List,1403920123,0,[dbo].[DOC_MemoTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MemoTemplates_ListAll,1419920180,0,[dbo].[DOC_MemoTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_MemoTemplates_Save,1435920237,0,[dbo].[DOC_MemoTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_RichTemplates_Delete,1451920294,0,[dbo].[DOC_RichTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_RichTemplates_Get,1467920351,0,[dbo].[DOC_RichTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_RichTemplates_List,1483920408,0,"[dbo].[DOC_RichTemplates], [dbo].[L_Service]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_RichTemplates_Save,1499920465,0,[dbo].[DOC_RichTemplates],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ServiceSurveyAreaTemplate_Delete,1515920522,0,[dbo].[DOC_ServiceSurveyAreaTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ServiceSurveyAreaTemplate_Get,1531920579,0,"[dbo].[DOC_ServiceSurveyAreaTemplate], [dbo].[DOC_SurveyAreaTemplate], [dbo].[L_Department]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ServiceSurveyAreaTemplate_Save,1547920636,0,[dbo].[DOC_ServiceSurveyAreaTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaResultTemplate_Delete,1563920693,0,[dbo].[DOC_SurveyAreaResultTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaResultTemplate_Get,1579920750,0,"[dbo].[DOC_SurveyAreaResultTemplate], [dbo].[DOC_SurveyAreaTemplate]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaResultTemplate_Save,1595920807,0,[dbo].[DOC_SurveyAreaResultTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaTemplate_Delete,1611920864,0,[dbo].[DOC_SurveyAreaTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaTemplate_Get,1627920921,0,[dbo].[DOC_SurveyAreaTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaTemplate_GetBySurveyAreaID,1643920978,0,[dbo].[DOC_SurveyAreaTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaTemplate_List,1659921035,0,"[dbo].[DOC_SurveyAreaTemplate], [dbo].[L_ServiceTypeHospital], [dbo].[L_ServiceTypeHospitalSub]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_SurveyAreaTemplate_Save,1675921092,0,[dbo].[DOC_SurveyAreaTemplate],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_Action_QAS_Log_Get,1691921149,0,"[dbo].[DOC_TemplateVatTu_Action_QAS_Log], [dbo].[DOC_TemplateVatTuDetail_QAS], [dbo].[L_Product]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_Action_QAS_Log_Save,1707921206,0,[dbo].[DOC_TemplateVatTu_Action_QAS_Log],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_Delete,1723921263,0,[dbo].[DOC_TemplateVatTu],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_Get,1739921320,0,[dbo].[DOC_TemplateVatTu],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_GetByProductID,1755921377,0,"[dbo].[DOC_TemplateVatTu], [dbo].[Job_ThongKe_SoLuong_GoiVatTu]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_List,1771921434,0,"[dbo].[DOC_TemplateVatTu], [dbo].[L_DoiTuongTinhTien]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_Original_CheckTon,1787921491,0,"[dbo].[DOC_TemplateVatTuDetail], [dbo].[DOC_TemplateVatTuDetail_QAS], [dbo].[INV_Product], [dbo].[L_InventoryStock], [dbo].[L_Product]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_QAS_Delete,1803921548,0,[dbo].[DOC_TemplateVatTu_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_QAS_Get,1819921605,0,[dbo].[DOC_TemplateVatTu_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_QAS_Save,1835921662,0,[dbo].[DOC_TemplateVatTu_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTu_Save,1851921719,0,[dbo].[DOC_TemplateVatTu],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_Delete,1867921776,0,[dbo].[DOC_TemplateVatTuDetail],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_Delete_byID,1883921833,0,[dbo].[DOC_TemplateVatTuDetail],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_Get,1899921890,0,[dbo].[DOC_TemplateVatTuDetail],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_GetByParentID,1915921947,0,"[dbo].[DOC_TemplateVatTuDetail], [dbo].[L_DoiTuongTinhTien], [dbo].[L_Product], [dbo].[L_UoM]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_QAS_CheckGoiNgayCu,1931922004,0,"[dbo].[DOC_TemplateVatTuDetail_QAS], [dbo].[INV_Product], [dbo].[L_InventoryStock]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_QAS_Get,1947922061,0,[dbo].[DOC_TemplateVatTuDetail_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_QAS_Update,1963922118,0,[dbo].[DOC_TemplateVatTuDetail_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_QAS_Update_GoiNgayCu,1979922175,0,[dbo].[DOC_TemplateVatTuDetail_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_QAS_Update_IsCheck,1995922232,0,[dbo].[DOC_TemplateVatTuDetail_QAS],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_TemplateVatTuDetail_Save,2011922289,0,[dbo].[DOC_TemplateVatTuDetail],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMau_Delete,2027922346,0,"[dbo].[DOC_ThangThuocMau], [dbo].[DOC_ThangThuocMauDetail]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMau_List,2043922403,0,"[dbo].[DOC_ThangThuocMau], [dbo].[L_DoiTuongTinhTien]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMau_ListByUser,2059922460,0,"[dbo].[CN_FacAdmissions], [dbo].[DOC_ThangThuocMau]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMau_Save,2075922517,0,[dbo].[DOC_ThangThuocMau],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMauDetail_List,2091922574,0,[dbo].[DOC_ThangThuocMauDetail],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMauDetail_ListByThangThuocID,2107922631,0,"[dbo].[DOC_ThangThuocMauDetail], [dbo].[L_Product]",,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMauDetail_Save,2123922688,0,[dbo].[DOC_ThangThuocMauDetail],,CHUA_CO,,,,,,,,,
dbo,ws_DOC_ThangThuocMauDetailByThangThuocMauID_Delete,2139922745,0,[dbo].[DOC_ThangThuocMauDetail],,CHUA_CO,,,,,,,,,
dbo,ws_Doc_VNVC_Kiosk_Get,8439154,0,[dbo].[Doc_VNVC_Kiosk],,CHUA_CO,,,,,,,,,
dbo,ws_Doc_VNVC_Kiosk_GetByID_List,24439211,0,[dbo].[Doc_VNVC_Kiosk],,CHUA_CO,,,,,,,,,
dbo,ws_Doc_VNVC_Kiosk_Save,40439268,0,[dbo].[Doc_VNVC_Kiosk],,CHUA_CO,,,,,,,,,
dbo,ws_DOCTable_List,56439325,0,"[dbo].[DOC_ComboValues], [dbo].[DOC_MemoTemplates], [dbo].[DOC_PrescriptionTemplate]",,CHUA_CO,,,,,,,,,
dbo,ws_DoiDichVuPhauThuat,72439382,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_FacAdmissions]",,CHUA_CO,,,,,,,,,
dbo,ws_DoiSoThangNoiTru,88439439,0,"[dbo].[CN_IPDrug], [dbo].[CN_IPDrugParent]",,CHUA_CO,,,,,,,,,
dbo,ws_DoiTuongVaCaiDatHoanTatKham,104439496,0,"[dbo].[L_CaiDatCauHinh], [dbo].[L_DoiTuongTinhTien]",,CHUA_CO,,,,,,,,,
dbo,ws_DongPhacDo_HopDong,120439553,0,"[dbo].[L_NhomBenhVaccineDetail], [dbo].[L_Vaccine_Phacdo], [dbo].[Vaccine_PhacDoBenhNhan], [dbo].[Vaccine_PhacDoBenhNhan_Detail]",,CHUA_CO,,,,,,,,,
dbo,ws_DoTonAoForTester,136439610,0,"[dbo].[INV_ApprovedOut], [dbo].[INV_KetChuyen], [dbo].[INV_PastPeriodProducts], [dbo].[INV_Product], [dbo].[INV_ProductTemp], [dbo].[L_Product], [dbo].[L_ProductPrice]",,CHUA_CO,,,,,,,,,
dbo,ws_DrugRequestICD_validate,152439667,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_Diagnosis], [dbo].[CN_DrugRequestICD], [dbo].[CN_FacAdmissions], [dbo].[L_Product], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DSBienLaiBooking,168439724,0,"[dbo].[BIL_Invoice], [dbo].[BIL_Invoice_Cash], [dbo].[BIL_Invoice_Credit], [dbo].[BIL_Invoice_Transfer], [dbo].[BIL_Invoice_Voucher], [dbo].[BIL_InvoiceDetail_TempForHinhThucThanhToan], [dbo].[CN_GiuChoDatHang], [dbo].[MDM_Patient]",,CHUA_CO,,,,,,,,,
dbo,ws_DSGoiLieuTrinh,184439781,0,"[dbo].[CN_ClinicalSessions], [dbo].[CN_PhysicianAdmissions]",,CHUA_CO,,,,,,,,,
dbo,ws_DSMuiTiemDaThaoTac_ByPatientID,200439838,0,"[dbo].[CN_ClinicalSessions], [dbo].[L_Vaccine_Phacdo], [dbo].[Vaccine_PhacDoBenhNhan], [dbo].[Vaccine_PhacDoBenhNhan_Detail]",,CHUA_CO,,,,,,,,,
